H2_Resource,Zone,H2_FLEX,H2_LIQ,H2_GEN_TYPE,H2_STOR,LDS,New_Build,etaP2G_MWh_p_tonne,etaFuel_MMBtu_p_tonne,Inv_Cost_p_tonne_p_hr_yr,Inv_Cost_Charge_p_tonne_p_hr_yr,Inv_Cost_Energy_p_tonne_yr,Fixed_OM_Cost_p_tonne_p_hr_yr,Fixed_OM_Cost_Charge_p_tonne_p_hr_yr,Fixed_OM_Cost_Energy_p_tonne_yr,Var_OM_Cost_p_tonne,Var_OM_Cost_Charge_p_tonne,Fuel,Max_Cap_tonne_p_hr,Min_Cap_tonne_p_hr,Max_Charge_Cap_tonne_p_hr,Min_Charge_Cap_tonne_p_hr,Max_Energy_Cap_tonne,Min_Energy_Cap_tonne,Existing_Cap_tonne_p_hr,Existing_Charge_Cap_tonne_p_hr,Existing_Energy_Cap_tonne,Cap_Size_tonne_p_hr,Ramp_Up_Percentage,Ramp_Down_Percentage,H2Gen_min_output,H2Stor_min_level,H2Stor_max_level,H2Stor_self_discharge_rate_p_hour,H2Stor_Charge_MWh_p_tonne,H2Stor_Charge_MMBtu_p_tonne,H2Stor_eff_charge,H2Stor_eff_discharge,Start_Cost_per_tonne_p_hr,Up_Time,Down_Time,Flexible_Demand_Energy_Eff,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance
Liquid_storage_tank_56.0,56.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_56.0,56.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_56.0,56.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_57.0,57.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_57.0,57.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_57.0,57.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_57.0,57.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_57.0,57.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_58.0,58.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_58.0,58.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_58.0,58.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_58.0,58.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_58.0,58.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_59.0,59.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_59.0,59.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_59.0,59.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_59.0,59.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_59.0,59.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_60.0,60.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_60.0,60.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_60.0,60.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_60.0,60.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_60.0,60.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_61.0,61.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_61.0,61.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_61.0,61.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_61.0,61.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_61.0,61.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_62.0,62.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_62.0,62.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_62.0,62.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_62.0,62.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_62.0,62.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_63.0,63.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_63.0,63.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_63.0,63.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_63.0,63.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_63.0,63.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_64.0,64.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_64.0,64.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_64.0,64.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_64.0,64.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_64.0,64.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_65.0,65.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_65.0,65.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_65.0,65.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_65.0,65.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_65.0,65.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_66.0,66.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_66.0,66.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_66.0,66.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_66.0,66.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_66.0,66.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_67.0,67.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_67.0,67.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_67.0,67.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_67.0,67.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_67.0,67.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_68.0,68.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_68.0,68.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_68.0,68.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_68.0,68.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_68.0,68.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_69.0,69.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_69.0,69.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_69.0,69.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_69.0,69.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_69.0,69.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_70.0,70.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_70.0,70.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_70.0,70.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_70.0,70.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_70.0,70.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_71.0,71.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_71.0,71.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_71.0,71.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_71.0,71.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_71.0,71.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_72.0,72.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_72.0,72.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_72.0,72.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_72.0,72.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_72.0,72.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_73.0,73.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_73.0,73.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_73.0,73.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_73.0,73.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_73.0,73.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_74.0,74.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_74.0,74.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_74.0,74.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_74.0,74.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_74.0,74.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_75.0,75.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_75.0,75.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_75.0,75.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_75.0,75.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_75.0,75.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_76.0,76.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_76.0,76.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_76.0,76.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_76.0,76.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_76.0,76.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
ATR_wCCS_3.0,3.0,0,0,2,0,0,1,2.39,168.25,1815022,0,0,850633,0,0,0,0,ng-CCUS-94,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,20,4,2,0,0,0
ATR_wCCS_9.0,9.0,0,0,2,0,0,1,2.39,168.25,1815022,0,0,850633,0,0,0,0,ng-CCUS-94,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,20,4,2,0,0,0
