Zone_name,Network_zones,Network_Lines,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,Line_Max_Flow_MW,transmission_path_name,distance_km,Line_Loss_Percentage,Line_Max_Reinforcement_MW,Line_Reinforcement_Cost_per_MWyr,DerateCapRes_1,CapRes_1,CapRes_Excl_1,bus0,bus1,bus0_x,bus0_y,bus1_x,bus1_y
ES1 2,z23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6348.36366981999,DE1 14_to_DE1 6,165.1248065363619,0.010320300408522618,6348.36366981999,7844.182837845621,0.95,0,0,DE1 14,DE1 6,11.750300384615384,51.22456746153846,13.6417236,51.1474873
ES1 3,z24,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.3436564367385,DE1 15_to_DE1 5,222.8170537351163,0.01392606585844477,2377.3436564367385,10584.828200864178,0.95,0,0,DE1 15,DE1 5,10.358713631896448,52.22589869741621,9.656115621028528,53.772222705953226
ES1 4,z25,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.8381784732558,DE1 15_to_DE1 9,143.0825181967328,0.0089426573872958,796.8381784732558,6797.07342086963,0.95,0,0,DE1 15,DE1 9,10.358713631896448,52.22589869741621,8.718996773319988,52.01133541053488
ES1 5,z26,26,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132.030969310214,DE1 16_to_DE1 2,182.79538940010605,0.011424711837506627,7132.030969310214,8683.616268485175,0.95,0,0,DE1 16,DE1 2,7.383087924978485,52.70033777690464,7.690041449570495,51.398817744468026
ES1 6,z27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DE1 16_to_DE1 8,220.5950436523095,0.013787190228269344,-1.0,10479.272568596203,0.95,0,0,DE1 16,DE1 8,7.383087924978485,52.70033777690464,6.782045751405716,51.15711694730057
ES1 7,z28,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754.687312873477,DE1 16_to_DE1 9,148.42885346805636,0.009276803341753521,4754.687312873477,7051.048775998661,0.95,0,0,DE1 16,DE1 9,7.383087924978485,52.70033777690464,8.718996773319988,52.01133541053488
ES1 8,z29,29,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174.1818349099944,DE1 17_to_DE1 3,187.95892973661057,0.011747433108538161,3174.1818349099944,8928.908028940397,0.95,0,0,DE1 17,DE1 3,12.626970151251394,53.77264364752804,13.553525737215796,52.53973417915259
ES4 0,z30,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.3436564367385,DE1 17_to_DE1 5,244.021272377514,0.015251329523594625,2377.3436564367385,11592.125477715155,0.95,0,0,DE1 17,DE1 5,12.626970151251394,53.77264364752804,9.656115621028528,53.772222705953226
FR1 0,z31,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754.687312873477,DE1 18_to_DE1 7,155.11878475372552,0.009694924047107844,4754.687312873477,7368.851081286186,0.95,0,0,DE1 18,DE1 7,6.961294780838478,49.74481058636263,8.614807726224376,50.079091212058565
FR1 1,z32,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132.030969310214,DE1 18_to_DE1 8,196.9414297977336,0.01230883936235835,7132.030969310214,9355.617826810125,0.95,0,0,DE1 18,DE1 8,6.961294780838478,49.74481058636263,6.782045751405716,51.15711694730057
FR1 10,z33,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775.7627456733667,DE1 18_to_FR1 4,152.59922659092277,0.009537451661932672,2775.7627456733667,7249.160555591255,0.95,0,0,DE1 18,FR1 4,6.961294780838478,49.74481058636263,5.960518625870406,48.86187900010679
FR1 11,z34,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362.853663128363,DE1 19_to_DE1 4,220.58356912325235,0.01378647307020327,4362.853663128363,10478.727476033851,0.95,0,0,DE1 19,DE1 4,10.723084073001646,49.88281742234528,11.399736085399406,48.35883243095018
FR1 12,z35,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5551.525491346732,DE1 19_to_DE1 7,190.39309534235517,0.011899568458897199,5551.525491346732,9044.542017979174,0.95,0,0,DE1 19,DE1 7,10.723084073001646,49.88281742234528,8.614807726224376,50.079091212058565
FR1 13,z36,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754.687312873477,DE1 2_to_DE1 7,200.6569475504952,0.01254105922190595,4754.687312873477,9532.12189788987,0.95,0,0,DE1 2,DE1 7,7.690041449570495,51.398817744468026,8.614807726224376,50.079091212058565
FR1 14,z37,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.591958695302,DE1 2_to_DE1 8,85.79694787282119,0.005362309242051324,20220.591958695302,4075.7470676903854,0.95,0,0,DE1 2,DE1 8,7.690041449570495,51.398817744468026,6.782045751405716,51.15711694730057
FR1 15,z38,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754.687312873477,DE1 2_to_DE1 9,122.89354380967706,0.007680846488104815,4754.687312873477,5838.00488524186,0.95,0,0,DE1 2,DE1 9,7.690041449570495,51.398817744468026,8.718996773319988,52.01133541053488
FR1 16,z39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132.030969310214,DE1 3_to_DE1 6,193.6615966459989,0.012103849790374932,7132.030969310214,9199.810765112408,0.95,0,0,DE1 3,DE1 6,13.553525737215796,52.53973417915259,13.6417236,51.1474873
FR1 17,z40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.3436564367385,DE1 5_to_DE1 9,257.05269595978893,0.01606579349748681,2377.3436564367385,12211.17764413976,0.95,0,0,DE1 5,DE1 9,9.656115621028528,53.772222705953226,8.718996773319988,52.01133541053488
FR1 18,z41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566.015484655108,DE1 7_to_DE1 9,268.7238914301739,0.01679524321438587,3566.015484655108,12765.612759773188,0.95,0,0,DE1 7,DE1 9,8.614807726224376,50.079091212058565,8.718996773319988,52.01133541053488
FR1 2,z42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132.030969310214,ES1 0_to_ES1 5,318.63654169199424,0.01991478385574964,7132.030969310214,15136.6917199108,0.95,0,0,ES1 0,ES1 5,-5.521155105994543,41.91726952615551,-3.650686811360254,40.11061009553195
FR1 3,z43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9920.964593966613,ES1 0_to_ES1 6,294.2172817957358,0.018388580112233488,9920.964593966613,13976.665292573602,0.95,0,0,ES1 0,ES1 6,-5.521155105994543,41.91726952615551,-2.8968013540051976,42.7648961811579
FR1 4,z44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13486.980078621717,ES1 0_to_ES1 7,263.26083631128233,0.016453802269455146,13486.980078621717,12506.092678540705,0.95,0,0,ES1 0,ES1 7,-5.521155105994543,41.91726952615551,-7.874534340432445,42.66362337417896
FR1 5,z45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.3436564367385,ES1 0_to_ES1 8,354.37937991618185,0.022148711244761365,2377.3436564367385,16834.639860200215,0.95,0,0,ES1 0,ES1 8,-5.521155105994543,41.91726952615551,-6.151081792593107,39.41281178823704
FR1 6,z46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10306.21280422021,ES1 1_to_ES1 3,328.56041848720685,0.020535026155450428,10306.21280422021,15608.121214211276,0.95,0,0,ES1 1,ES1 3,-0.498247313630633,40.78999490093028,-1.0685533905909534,38.46729399125504
FR1 7,z47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11103.050982693465,ES1 1_to_ES1 4,246.596959819154,0.015412309988697123,11103.050982693465,11714.482400634057,0.95,0,0,ES1 1,ES1 4,-0.498247313630633,40.78999490093028,1.53223151519779,41.69378610486426
