,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76
z63,1740.4400446717423,1806.9131047768656,1625.1969646348944,1744.5923923416867,1874.1581127412617,2167.234213364521,2020.8237394253551,1849.7412113854625,1514.8007903855005,2084.4275209507755,1551.449138073917,1943.9629458747545,1575.4280355933508,2197.708760239724,2067.0730010766915,1754.5429839505011,2229.0673051067092,1713.2425720303067,1484.2069350692257,1673.6564643304926,1412.0421851626445,1661.157938211284,1939.389290502252,1882.3743806877462,1671.797942729561,1635.5747796886396,1366.5485861210548,1339.5651589118872,1686.6601147467588,1933.3797932083826,1307.1226483921143,1694.7829235409788,1246.4720331878532,1210.1023167731278,1461.841904898909,776.9948043451029,981.2462352000392,1333.031586891154,1552.5677255270011,1642.0159621495827,1625.2672273356814,956.6869514896936,1053.006509614702,1487.6566464790826,1832.058918720497,1513.9726247595781,1148.1762122357566,1387.1966054196625,1733.8769461677675,525.9193430969992,639.936455431795,302.0746214564364,476.0912279763316,275.14484986260067,491.4393902423675,733.5745304788388,412.3552751976203,292.63352611425967,467.1364923018019,828.0818592451956,640.3594418602031,519.4956843111637,0.0,3027.164381056895,1996.075409928258,2224.5914550070047,2303.0063651159326,2561.1926156053883,2318.635749241061,2482.639247951624,1871.7802732685016,2727.6648320741965,3002.0364784709927,2948.7722971256785,2135.6127441616486,2319.4462072143656
z64,1399.1777454572143,1489.216151881005,1765.32673782039,1327.7714139542156,1264.2944922581887,1133.2881987242815,1407.01271649285,1570.6456020980615,1785.0684469336488,1636.1852300106184,1560.1997640664529,1325.037861158641,1648.8029203004935,1480.518987010155,1143.2099936661903,1757.049474967624,1332.163408846931,1470.881827488683,1690.4856385660248,1639.5373612369335,2448.855849213967,1879.6735464309409,2406.180425882599,1934.5220987936154,1669.4239529517229,2223.5834915669425,2175.2487237988194,2719.3633200043405,2498.90076431648,1511.5765524843116,1756.046877641142,1336.1327847498696,1803.1434881955151,1964.2587803866259,1634.4629621978095,2400.0040104723844,2055.1237712895318,1694.1578435846345,1481.553549123186,1415.1507501960452,1490.2234123339167,2165.072106252084,1990.9416861556272,1570.8494940846629,1228.490165324368,1694.039015701121,1879.011821788489,1925.9810910646024,1352.131855947905,2505.330673931637,2445.4777279455307,2725.1990028616856,2630.715751070836,3023.125874947393,2897.7612434980033,2300.1523019966094,2632.3869275651414,2885.5052679071887,2576.850939504472,2213.936584264602,2387.181055037294,2577.2185020792813,3027.164381056895,0.0,1038.3521497158922,806.63511814956,766.8784542252481,488.15142982739656,831.8270317464975,544.5555019331255,1155.3874675233315,306.8509799478758,187.43429663195485,263.8536837670833,933.5246395663618,847.8994803799377
z65,438.3838174395372,633.0014398276606,871.2268174100626,313.45640504400546,349.5227974471824,529.6727244814925,706.2938942461903,769.8036058781603,840.3377546720876,999.5776087872714,551.084678412241,529.1979406143346,692.900625622934,924.3832416704914,412.9989166754157,931.1216244324027,804.5602990396602,530.0565486964109,700.587572187806,739.9493288986646,1682.4709375145378,1191.24202593328,1844.1475746724552,1372.322765751134,944.1305871712741,1543.2421997769627,1377.3224178938017,1924.1934714756603,1830.3389101979328,952.403294659324,782.1153397402509,348.1998320160745,764.8332019562807,1043.1773043973265,711.5469116447736,1426.4362158104902,1040.4067491125622,669.1276620299719,489.0259029910047,382.9075442984544,625.2660388956372,1192.6140162582064,952.9759080898796,535.5372965291375,367.51660580750314,857.0573042539539,852.0872718766464,1091.6392287816457,491.8357921412188,1471.5606924203937,1407.1388366273543,1695.0432792861766,1623.4705740966303,1984.7796429812295,1863.149173930891,1265.0323102454506,1596.444188701876,1847.196450519166,1555.813904735974,1176.7747960198153,1358.8337470948377,1538.8675972637566,1996.075409928258,1038.3521497158922,0.0,231.90947909610338,322.63896754990463,565.1514491430524,407.9170146538016,498.15004593915586,159.28635002041509,734.1971936669298,1006.4284521950159,1007.6098518473256,186.1076023138617,587.4181229536666
z66,635.8391841907833,792.8020690209124,1053.1697262938671,534.0848558950274,519.4267525175346,571.813580731596,809.0308411364322,914.2664501439938,1040.006842255137,1097.3403577032832,772.0353985980003,656.6187412990473,894.3957891427834,991.3074573296874,494.4346691265358,1090.4371445267143,852.3336217098936,721.4577832047923,915.328110037137,920.7442825904953,1825.0796633137347,1299.1754348093748,1929.5094362385253,1446.3975559583805,1055.6783820743876,1657.365997688229,1525.3178216485157,2078.195048612797,1945.9062838870152,1006.6820179094451,984.9633353188738,549.9517661042056,996.6987691322971,1228.5977270718397,891.645513462952,1633.8090739731388,1261.6151150626768,893.7428637278584,696.2920102904475,612.6591864778729,777.4401880567785,1398.3677925411998,1184.3569394307078,766.7164473216484,499.4371078456448,1006.7347418667688,1078.0186728708406,1246.5268375015394,634.2586571672722,1700.9696200575697,1638.962508326724,1923.094256105159,1843.1678048454535,2216.521774189782,2094.56402137171,1494.9674012739422,1826.8217964169912,2078.87494789316,1780.3558292610037,1407.688350956023,1585.9783756528598,1770.631663099678,2224.5914550070047,806.63511814956,231.90947909610338,0.0,166.67635710613507,340.45690142335565,319.5833504595808,267.01553050097664,359.05366948730926,503.43986890956296,781.5819446999955,783.0481246921754,192.3703632148506,483.73129226721613
z67,632.4168333714766,743.342479666825,1016.033202881875,568.6495595942345,498.8244814879249,454.80158406564516,715.5063467237779,847.0984025127293,1023.5442112297299,992.2114804196569,795.6705734077082,588.8947135731723,884.1952892607895,870.6649352371003,409.8305072415218,1030.7719810441886,725.2419221075006,706.2949948893342,923.6085426928729,886.1344363388763,1978.642835394031,1460.5620738009438,2094.767137982687,1612.2494832068194,1215.7181709505392,1818.1512157701482,1676.5943904576552,2227.931297280464,2106.7206495089877,1173.1556636511616,1104.3911021204528,669.0917925036094,1059.850136317715,1361.3311437548907,1026.6220383912694,1749.0306561221278,1359.026331956621,986.219172956403,811.4675008343471,664.2595901184957,924.4827867926571,1515.2497949376418,1252.1990078436547,820.7703294856192,649.6226474182623,1155.9839634952698,1166.768306953658,1394.6137150631102,783.3420622065619,1777.1706873596868,1698.7909977144418,2003.5855078913617,1942.2344359638982,2276.076891396434,2139.1705298245297,1569.628337624913,1898.3049530339208,2139.734533693933,1870.3127300352648,1477.6229029175122,1669.922969903911,1831.112075117216,2303.0063651159326,766.8784542252481,322.63896754990463,166.67635710613507,0.0,278.86440366116915,161.43424865461887,287.6825136800968,476.66110680826534,461.85685126912307,704.5445392296341,799.0230022287589,169.9218606090832,631.546783288811
z68,911.2811536562947,1012.5928621315095,1287.6199909250608,842.002722503268,777.2333077315272,683.4922959014215,956.9023069394858,1105.8700270531147,1300.5319062542512,1214.0103231795558,1072.665200946013,852.3208971831144,1162.3832069299706,1073.8727440991008,669.9101957594195,1291.7888799419945,923.2610237060732,984.412984824426,1202.3911746690455,1159.3665920704768,2124.8758488576113,1577.7157331581334,2176.66636440969,1691.0534838795195,1342.9613536201673,1935.2006062150026,1831.7917661497263,2385.214566558427,2221.6868724249366,1247.364506223899,1323.5235795972128,889.7997336592944,1325.2314229063293,1559.888276268955,1223.0113449031462,1972.60883212934,1601.7704149771978,1232.7937972728155,1036.3320249519525,932.8050785706199,1097.7807920359705,1736.9578092001332,1515.657316948135,1089.2808531039132,820.7905196626306,1321.0360226393802,1416.556164250142,1560.6396438080062,954.1014812195878,2036.4589252084509,1966.859689606899,2260.1943027713687,2183.5778954050434,2544.745660058142,2413.3150392678954,1829.6701112547646,2160.5622653578966,2407.7179861638406,2119.71571328058,1740.3136206871745,1923.8458227801757,2099.019106343501,2561.1926156053883,488.15142982739656,565.1514491430524,340.45690142335565,278.86440366116915,0.0,366.4244153483654,149.49472313311364,699.5010031475744,183.33521772338187,441.6667684864456,540.3966579485358,445.69250125340614,609.191077465725
z69,597.2359918499094,657.7866895353369,933.9089530456142,574.9825987021528,457.9310552442282,318.16877071175116,590.5825816031972,741.9304371672947,960.2852703201827,853.5195663474638,778.0280518727149,493.21339056258904,830.6904341096605,722.3635655615747,311.587894705893,928.3107040568782,574.0957712594414,655.3391589113145,886.4895221323071,809.6054395953797,2089.7310077301863,1587.8480572947726,2231.2882763544385,1751.763717035802,1341.2154880727278,1943.1920749350563,1784.9406692031398,2332.093472849787,2231.2641659777046,1316.8906867946732,1175.965992207679,750.8896141288923,1072.7470894038638,1445.8080726750757,1117.6166919059076,1809.188019369589,1402.5636393972366,1030.8269817573935,884.4519594717555,680.2842667528502,1032.1838977366972,1579.1482881365832,1266.1281309826704,831.7447310792257,766.1670711031812,1264.284776478956,1203.8341292011053,1499.5092144184073,895.8588313462648,1793.7472040064647,1699.0671685414131,2023.1036937648732,1982.5177641457417,2272.0978174165625,2120.879615623582,1586.4826929982019,1908.9964275510092,2137.8437772155194,1900.9628328628144,1490.5762350737407,1695.641580192679,1830.928427310299,2318.635749241061,831.8270317464975,407.9170146538016,319.5833504595808,161.43424865461887,366.4244153483654,0.0,424.62882653680265,566.9557550049979,542.3395227179589,734.9521247895159,906.623267428674,222.02578737919683,792.8699407297374
z70,892.2704171651575,1025.7660436155381,1295.2209959364088,799.6922190788606,767.1176499145627,737.6713906074867,1002.5122375752801,1133.8196695116487,1293.1061421016127,1275.5168466602033,1036.8873717576278,874.9743955772005,1149.680505694706,1146.9923456711917,697.2430119609219,1316.575266351723,998.5074249481897,973.6536634182474,1177.1248796794562,1163.8677915727656,1987.8417910404785,1435.7757286023177,2028.9234390404358,1543.5272971794511,1204.059958518996,1792.3585105547995,1697.9546348392773,2250.593931903254,2078.0242345659303,1100.2595266365854,1219.6603153649828,793.6015902393278,1261.964875333615,1443.333000761421,1108.2121592723329,1867.324535399714,1512.1080347730924,1149.6729466009936,939.7478459572661,879.6732807823034,974.7040535176941,1631.6427362573413,1448.1318986578008,1033.5278118466185,701.8014274311503,1192.8312656515293,1334.51854135106,1431.2633665101532,832.1597865875306,1960.8513870706136,1903.8182490107988,2180.696490824413,2089.980147813442,2480.9263804111756,2361.2820993461323,1755.8846932330173,2088.22308724296,2343.0795301442763,2033.3487866377027,1670.3617332019821,1842.739125820082,2035.207866915493,2482.639247951624,544.5555019331255,498.15004593915586,267.01553050097664,287.6825136800968,149.49472313311364,424.62882653680265,0.0,610.9003564904023,251.2019621816241,544.5618944992751,522.1816077042138,425.9508582819016,460.08145923053166
z71,457.13360295613467,682.1725082319945,886.7986584478165,302.5301391603376,413.7047076511437,658.7099833689076,796.8093520780964,826.8164263619963,833.1643567817964,1084.715038017069,514.9512545767648,612.0891468586017,688.2662535584582,1029.286605155667,532.2310601121044,969.3440911932893,921.8013713086197,549.5546103552809,671.8976002307337,761.4845717320592,1524.638612483558,1042.316657811698,1699.7982561516276,1234.1808144077384,795.8135875195723,1391.2190743563365,1219.1067301791013,1765.1758839175234,1677.34905914194,827.8101007220047,629.4203567422309,193.1059733436927,664.9631029226632,885.3294326617646,552.5539832505939,1276.9412045002325,903.3963704060841,538.7759253250404,338.15690138801807,326.3751658888315,468.5534052589505,1042.0173257656181,844.1803778679258,457.9007661308342,226.96413142377887,699.5805689145624,723.6266187099312,933.0015315429611,339.93512516885755,1350.6747148955083,1301.392005618739,1569.8125170675187,1484.2937433102688,1876.155785035047,1768.5163241627695,1146.5902307501985,1479.0795059829184,1737.9889766811546,1423.4417192423384,1063.373226070748,1231.839635671779,1431.5956504907108,1871.7802732685016,1155.3874675233315,159.28635002041509,359.05366948730926,476.66110680826534,699.5010031475744,566.9557550049979,610.9003564904023,0.0,857.7042565902689,1140.2905741878724,1095.0724812935382,344.9534275962762,580.0392719613216
z72,1094.1507492894168,1194.2667780283903,1469.7098861779193,1020.9345271840134,960.4882149763708,855.2203179186249,1129.8866110817867,1284.1616973750665,1483.8193564296228,1377.6715723643078,1253.5046399000998,1032.7242139483199,1345.6930526986748,1231.055959821825,850.1863837613467,1470.4558344696602,1080.38463836902,1167.7266809363866,1384.9304981222656,1341.9534507251421,2222.704897663456,1663.152753575464,2233.8247370994413,1751.4345223911134,1438.027856077051,2016.5323001494082,1937.3725160137385,2488.333047023552,2299.3507187063456,1312.9491893918369,1470.725414259794,1043.1317194053147,1498.344500507515,1693.435913813568,1358.878974608386,2118.5203037651518,1760.6610960588464,1395.6751579534969,1189.5670716011264,1108.8904080211166,1223.2301667044765,1882.8308556004733,1687.1618048512585,1264.841538546198,952.128780783054,1438.1637710009954,1580.3105052274896,1675.2914162204381,1081.40441097179,2204.35675526893,2140.646034133693,2426.0060505768397,2339.778425858153,2718.4868800906715,2591.2204687020626,1998.4072619572285,2330.229195600905,2581.0625003558857,2281.143329424228,1910.8920910140005,2088.5397390932544,2272.564844518097,2727.6648320741965,306.8509799478758,734.1971936669298,503.43986890956296,461.85685126912307,183.33521772338187,542.3395227179589,251.2019621816241,857.7042565902689,0.0,295.78191771717303,377.45842923493336,627.143439204682,647.9852644666776
z73,1325.004728702483,1388.2988123626228,1663.363045804475,1273.1039311142065,1186.6830641607503,1015.1192042513026,1283.9668202235493,1456.5194109032777,1695.0633155631135,1495.2296925733551,1496.9376782486074,1221.6353991732951,1565.1477149096866,1334.7612389054375,1043.6080868220524,1641.61093821679,1189.458642924056,1388.8319455465607,1616.6866521996992,1542.2060103685867,2515.3798838210914,1952.980554735412,2509.2041510086306,2030.2747236956816,1731.0060651940414,2304.1614799018926,2231.892716802707,2782.0685380365135,2584.9656439451596,1596.4140533743969,1760.596918565243,1329.2602051021945,1762.9167334381148,1987.894696021257,1652.6087807732085,2409.3294572985037,2043.1911997614454,1674.4595651283457,1475.9209454868517,1368.2310697893074,1518.6048384669416,2173.557036670594,1954.4029436508845,1524.8569551560443,1246.359405011847,1733.9370281481044,1858.1694365391686,1970.939198878554,1376.4555695740294,2476.9091025209927,2403.0497228477975,2701.2987074293087,2624.583860469724,2980.514609205573,2842.3507837048387,2269.8341949773776,2600.0642587214347,2844.0314151571465,2561.3822020408984,2179.4979179613083,2365.261366852251,2535.3525725215127,3002.0364784709927,187.43429663195485,1006.4284521950159,781.5819446999955,704.5445392296341,441.6667684864456,734.9521247895159,544.5618944992751,1140.2905741878724,295.78191771717303,0.0,437.482201884825,874.4254328626139,927.8066003440242
z74,1414.336301994474,1542.362770169538,1814.4013191528272,1316.744632293094,1288.9444115019928,1223.8726714378956,1497.2013559583281,1642.7932126067276,1815.1608437588752,1752.1939075669243,1554.9358654637604,1386.4553904228633,1671.8611775588154,1607.6755202817724,1205.1615166971624,1827.8657493089952,1456.9156396974515,1495.7476568926197,1697.8541120355983,1683.7554680998337,2260.366419861983,1688.058449685275,2180.406129736015,1718.2938460921898,1493.9943417873958,2021.227017743488,1999.9781454029562,2533.5900456375484,2289.3156954309466,1311.337011830427,1651.5519433096501,1257.4209267097401,1759.408128326148,1831.6176785372554,1514.3072194055471,2280.8471760253337,1968.036665429245,1623.7999619344423,1396.8396138866142,1390.1805658863034,1359.7873162109022,2049.458622901674,1938.8158808003188,1540.3119024117134,1119.7297541542368,1544.8324155936273,1806.7875840672061,1767.2064367303915,1230.6452831670197,2435.628596511539,2396.007402978384,2647.337497006274,2529.718344512959,2969.092557789252,2862.998735224316,2235.2286458663016,2566.931737461072,2830.842612840369,2488.7905344689143,2155.793739095332,2309.7128813206573,2525.6682632882253,2948.7722971256785,263.8536837670833,1007.6098518473256,783.0481246921754,799.0230022287589,540.3966579485358,906.623267428674,522.1816077042138,1095.0724812935382,377.45842923493336,437.482201884825,0.0,947.7238193952014,673.249272905305
z75,469.27324342305724,605.0450416228978,870.7166395454618,398.7277358937119,341.2273028406233,391.64451194451044,617.6567601038662,722.9917952486823,867.4978847495786,907.5146454455092,626.9982738864782,464.6875581767793,724.9923028505044,807.808670111883,303.34834076399807,900.9112820103289,673.8850450338313,548.2001176910074,758.4422301452641,738.8766665467788,1868.514982751829,1372.8310531120985,2021.787626083722,1546.01377563855,1125.7636495053023,1726.4664740183116,1563.424900448227,2110.1241294692645,2014.0392030003275,1117.8949625691166,958.549653608569,529.8440716789721,891.0999250468477,1225.2828737849197,895.886185810318,1597.157701978782,1198.9067179856954,825.7414852679827,665.8988223459909,495.10813748118017,811.161986229408,1365.2321033045698,1083.8316501483148,651.4258836511307,548.9882106876714,1043.0713339213653,1003.9325189739623,1277.7215575651003,676.3996061000137,1609.69524539086,1529.1876385665073,1836.836775687688,1781.5001110900737,2106.3341767721254,1969.45066481574,1402.0567936891694,1729.9055235392357,1970.0892217301068,1706.310251898828,1309.311988709116,1504.3965703190072,1661.5134910045674,2135.6127441616486,933.5246395663618,186.1076023138617,192.3703632148506,169.9218606090832,445.69250125340614,222.02578737919683,425.9508582819016,344.9534275962762,627.143439204682,874.4254328626139,947.7238193952014,0.0,663.9117532933228
z76,1018.3569480210692,1220.3884120781606,1453.2868371671436,874.5070099006094,936.8309004245439,1053.3838655494258,1275.9744921049441,1355.8896665549266,1409.8274118175302,1568.4556574234796,1094.9772088076925,1108.5052353771705,1263.3833845187385,1471.4921205989017,964.7383026294353,1518.455226057086,1334.9836978759731,1111.466374191541,1251.84297563648,1323.5615554262622,1601.0825731533255,1031.9360928202866,1585.8400092444888,1103.9270646456253,824.5538775488242,1378.5382830739316,1331.2254762838113,1872.0946903289425,1657.6231717900707,668.7559156042693,1012.32412241719,678.9844717738464,1206.7560136357304,1165.6560482166792,861.756651811952,1620.4023767901965,1341.9889319322056,1033.0435769118378,796.0056293643258,906.1329534641119,701.092174229374,1393.317274967251,1363.6262232531794,1028.4316021522598,501.332016673377,873.1529312418675,1205.3369394975061,1093.9648066598731,585.667451337244,1822.5397465988801,1811.6192474379093,2021.5613367173135,1881.6887040316249,2368.813147574656,2291.642029449382,1632.2369227219306,1957.2278825006397,2231.518710256621,1853.6355653905343,1564.391217527586,1688.9942750171774,1935.5778130050699,2319.4462072143656,847.8994803799377,587.4181229536666,483.73129226721613,631.546783288811,609.191077465725,792.8699407297374,460.08145923053166,580.0392719613216,647.9852644666776,927.8066003440242,673.249272905305,663.9117532933228,0.0
