,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76
z21,1765.8138184389243,1975.8076442646889,1992.8762286182662,1648.937262509492,1829.096602475315,2144.589267107075,2179.0023455894866,2102.6291132863685,1868.179260783084,2405.968684951068,1637.3624848572922,2010.0395279032275,1806.720124155884,2423.619254512602,2011.977763596707,2138.534334873283,2361.8963095304844,1813.7185394945197,1709.6750708571096,1938.9643017502356,0.0,572.368820911693,527.3472485969962,625.8874030368357,784.6945023047391,288.71153079652964,306.5780909920998,274.3563620822385,285.75597051038625,951.7016078247512,1001.6587224401777,1353.5212108001936,1373.0582187983593,720.1692305381265,990.958329071135,747.62084119758,1031.175383723978,1228.1684737036496,1245.9260747757244,1558.4086900926927,1057.5590385715664,783.2930560262413,1302.311619161972,1491.3999633170313,1329.0392169703061,825.4616134007281,1168.1183452098264,593.967665850787,1195.8995231968413,1236.7119009375558,1398.1116838022156,1249.599571192965,988.6946583669724,1633.4265713432603,1735.7871493736798,1225.8891911652624,1323.430134839125,1547.2545304218563,1091.4326037030762,1269.2388306893447,1133.3679455786319,1427.3041762918529,1412.0421851626445,2448.855849213967,1682.4709375145378,1825.0796633137347,1978.642835394031,2124.8758488576113,2089.7310077301863,1987.8417910404785,1524.638612483558,2222.704897663456,2515.3798838210914,2260.366419861983,1868.514982751829,1601.0825731533255
z22,1376.5898774936884,1607.8238881260522,1695.4524897840543,1234.753042255172,1406.0926865003403,1695.6200676673948,1784.0996219320837,1748.5818256270727,1585.1945188164577,2044.8299565488428,1294.1888863358317,1602.4095466048125,1487.5140819314709,2029.1413840737794,1565.1348280724476,1827.5383948748643,1942.7272301031826,1444.3297988864513,1406.5652185164759,1611.1872182470079,572.368820911693,0.0,663.3832260106445,265.91985112702116,247.13168008068257,358.5712382573747,345.4089173038405,846.0804534086933,646.8767715555185,380.77059908498495,697.9242589255432,902.9857039523217,1118.2150600895961,529.4689404138647,598.1557579308632,885.2777252296672,910.0687495632367,919.9982766759583,837.2387413780234,1165.3050891241535,587.3641275129477,754.9439655530313,1130.7135504557275,1148.3466806983174,824.0890264005905,391.0349660643135,948.649976386184,305.098823975856,702.4715763173456,1306.9448383418007,1407.9082127966628,1416.0484945734995,1185.9231673546049,1817.4309874844305,1846.320366980503,1203.9020886258675,1429.5276695600387,1700.701745232932,1231.7821113024086,1200.9227044386712,1170.458981154657,1485.6714492235963,1661.157938211284,1879.6735464309409,1191.24202593328,1299.1754348093748,1460.5620738009438,1577.7157331581334,1587.8480572947726,1435.7757286023177,1042.316657811698,1663.152753575464,1952.980554735412,1688.058449685275,1372.8310531120985,1031.9360928202866
z23,2038.0492144574039,2267.352326315997,2338.912715441878,1897.8387672446618,2069.466887139053,2356.2807294529507,2446.9840875766495,2406.363638488505,2223.011352753314,2704.750826726374,1946.7944130748033,2265.6738303699085,2135.6364446837033,2692.248201978689,2226.545227833803,2475.8679405168546,2605.882540358237,2103.3371422745945,2049.1325802087135,2262.527604936402,527.3472485969962,663.3832260106445,0.0,485.803801541634,905.6466890793207,371.5021060472995,673.7395631975268,674.6623428979887,268.8936983708236,929.8765750012448,1325.4268067962987,1566.1752004651978,1738.5685312287742,1088.822566136353,1251.6771295108329,1250.80253386393,1455.9828957218035,1556.336635486436,1497.9619331096512,1826.2842589183533,1250.6376683494218,1233.6583421789708,1712.187689914792,1799.3811419214517,1477.051068397273,1047.7201308809167,1548.6063585052482,886.769703201587,1361.4161186131091,1737.452544190476,1884.6283326723603,1770.0428992808604,1510.1499199196387,2158.442240476094,2251.5957659700143,1697.924799537095,1834.092684699384,2068.4398555749754,1605.262851685367,1724.9097230278826,1622.3899993631376,1928.2606948533005,1939.389290502252,2406.180425882599,1844.1475746724552,1929.5094362385253,2094.767137982687,2176.66636440969,2231.2882763544385,2028.9234390404358,1699.7982561516276,2233.8247370994413,2509.2041510086306,2180.406129736015,2021.787626083722,1585.8400092444888
z24,1604.7823300590392,1839.5704697063143,1943.9470089579756,1456.426432564681,1620.6769971243834,1892.8907953036107,2004.4846558095978,1982.884188138917,1837.3183066608196,2274.1804146795107,1537.2061423416146,1820.2192167982848,1733.5343652391514,2247.084010388614,1765.5620756437881,2072.067809258658,2151.380515707804,1677.8719462235404,1656.800744344106,1853.879922211379,625.8874030368357,265.91985112702116,485.803801541634,0.0,460.7875730355453,340.24357822448826,519.0343654622365,888.1870816149441,574.8039694072938,444.0748344058344,959.2302805885305,1118.0492832281147,1378.7457732128582,792.900304019507,847.2664714391343,1115.3496947061928,1174.79134431545,1176.3923327215964,1071.967335549318,1396.238754195672,808.4273402036189,1008.5648292054915,1396.3510024686018,1393.8106974197342,1008.1840194132333,641.3295747127353,1213.3641329723189,567.7070072998827,901.9598803686177,1558.3350358436562,1667.3897394822818,1652.7055735709946,1412.0611367312079,2054.8512125978273,2096.7012752825003,1464.6199832523428,1677.0432212343235,1942.9464549906363,1470.566881324192,1464.8842672954931,1424.4834593392352,1740.4507039578184,1882.3743806877462,1934.5220987936154,1372.322765751134,1446.3975559583805,1612.2494832068194,1691.0534838795195,1751.763717035802,1543.5272971794511,1234.1808144077384,1751.4345223911134,2030.2747236956816,1718.2938460921898,1546.01377563855,1103.9270646456253
z25,1145.0725443149513,1379.2457716708077,1486.0535728869684,998.6931073074379,1166.558820593453,1450.7797861573933,1547.8878856638169,1522.253746793375,1382.294033026695,1814.5498054075513,1077.4375037982147,1364.664985397444,1274.6476978242458,1791.814956619056,1320.9012700255048,1612.3107896886625,1701.3430962976652,1217.2401402152664,1200.5986837782307,1393.747554205028,784.6945023047391,247.13168008068257,905.6466890793207,460.7875730355453,0.0,602.5759941507268,506.6748115317786,1051.5011711999346,891.087382831943,261.58459966121444,531.4974816639781,662.6461815142471,940.1778566962871,466.532754931503,396.19197882519904,903.5508402067107,808.1641011280255,730.6227817501059,611.221026299453,935.8055585825346,349.1348953566619,720.0643018590869,987.1869173551574,935.2678147743887,576.9620279765563,203.19651538269338,797.0187112112194,298.9471454016191,456.3131634859438,1256.8536920219015,1326.1956204958412,1401.28330426767,1198.9503081888238,1793.8819434261939,1790.0920443082366,1120.5949195538028,1387.968159039528,1667.8054228211374,1216.979303848152,1097.6580852565883,1115.3774465634126,1420.8648690218133,1671.797942729561,1669.4239529517229,944.1305871712741,1055.6783820743876,1215.7181709505392,1342.9613536201673,1341.2154880727278,1204.059958518996,795.8135875195723,1438.027856077051,1731.0060651940414,1493.9943417873958,1125.7636495053023,824.5538775488242
z26,1695.2735714126839,1919.7654149923662,1977.3273519925247,1561.9697413758634,1737.9804705985846,2037.7875385096306,2107.8430617722793,2055.76108067508,1859.2704289621558,2356.682685652294,1592.414027077688,1929.9048763222333,1777.2417075977598,2353.9024654574955,1906.0855738418422,2116.6559585381706,2276.0326145836243,1755.4908258921241,1687.961072654869,1905.9672811110718,288.71153079652964,358.5712382573747,371.5021060472995,340.24357822448826,602.5759941507268,0.0,306.35194881277374,548.0240445760373,288.57780306172856,712.152969879344,962.7630361702179,1240.294817979237,1371.3168468972328,717.9948611596957,903.97403670815,906.1752260419001,1084.8344130624832,1194.8457071651103,1156.8732695221825,1483.387197550291,927.0050729782879,866.7906960556877,1340.8016897678544,1444.4618323702891,1177.5756657097745,707.6467252948221,1178.801781421682,522.4417686488712,1051.8479333050402,1385.216206546387,1523.9010515466907,1438.6674903489197,1183.5331255757353,1835.5404443583473,1910.1036848801366,1333.0739365128063,1489.243157916933,1736.3144914387055,1265.834187098703,1356.2774974184072,1264.3628293811073,1574.9487699233562,1635.5747796886396,2223.5834915669425,1543.2421997769627,1657.365997688229,1818.1512157701482,1935.2006062150026,1943.1920749350563,1792.3585105547995,1391.2190743563365,2016.5323001494082,2304.1614799018926,2021.227017743488,1726.4664740183116,1378.5382830739316
z27,1464.293952254763,1678.3471919570334,1710.1108566578598,1344.3054255412446,1524.200071297137,1838.4708495089658,1878.1158617052008,1808.1981044787556,1588.0729565185927,2111.3318753864287,1342.2832557497795,1707.0843083142563,1517.6487150115518,2123.4060542350735,1705.8450366208542,1853.4117293613763,2058.3892830217264,1515.276401891206,1423.3854735831073,1648.9436588876954,306.5780909920998,345.4089173038405,673.7395631975268,519.0343654622365,506.6748115317786,306.35194881277374,0.0,553.612878522766,518.6249427393732,714.7148568421867,704.8885064484205,1046.9678022078415,1094.33472533221,434.1542252701834,684.7944138536147,611.9805893302308,784.6622329224033,935.051330224612,940.2333516960298,1255.493532770028,753.2797398476353,560.6922138677102,1046.6414979088647,1195.1508055199536,1027.2477458050466,521.0876036358862,894.5545883351173,287.39595102142545,893.2536804512536,1082.7763153040999,1217.9710469470836,1149.7279305501152,901.0819482696853,1550.290531906168,1612.384086564659,1026.7336062017614,1190.736002468123,1445.109697307967,972.1672715409491,1051.2287124915208,959.463155064471,1271.6258398316688,1366.5485861210548,2175.2487237988194,1377.3224178938017,1525.3178216485157,1676.5943904576552,1831.7917661497263,1784.9406692031398,1697.9546348392773,1219.1067301791013,1937.3725160137385,2231.892716802707,1999.9781454029562,1563.424900448227,1331.2254762838113
z28,1969.6619727747327,2167.8707585380403,2156.654494396445,1864.0336407166549,2044.3840731228322,2365.940457326895,2378.691441322782,2287.1379825560807,2028.9141161586754,2589.16074888305,1826.9905506434286,2216.9322492719507,1983.1711675717318,2620.322379399402,2233.873188530845,2305.064830228339,2569.2808988053575,2009.2340699271288,1882.3004501094206,2115.9471288762666,274.3563620822385,846.0804534086933,674.6623428979887,888.1870816149441,1051.5011711999346,548.0240445760373,553.612878522766,0.0,406.7320315614874,1225.9002836161405,1204.0359336155527,1586.698903940478,1538.923872890248,916.3720658848796,1219.2815788810385,805.2100535915199,1168.039956096566,1419.476783751001,1468.8911196737554,1767.9336996209524,1303.4927824847719,912.443717018677,1439.825827402685,1684.997512548893,1579.4078226777574,1072.069855124059,1331.6741731313878,833.5109483300208,1444.960912690971,1271.5312962559015,1451.5323028022765,1233.4926941751526,978.570853425844,1586.8470136961064,1723.5514818556062,1305.165604236294,1334.141162628931,1520.8140103633566,1102.3225604008258,1366.0257794553975,1192.5587226279247,1455.6662444078465,1339.5651589118872,2719.3633200043405,1924.1934714756603,2078.195048612797,2227.931297280464,2385.214566558427,2332.093472849787,2250.593931903254,1765.1758839175234,2488.333047023552,2782.0685380365135,2533.5900456375484,2110.1241294692645,1872.0946903289425
z29,1967.2208813676182,2187.308025380662,2228.100904686183,1838.5491824457306,2016.1818100271266,2320.3118235560187,2380.977090743329,2320.182755704333,2106.52011375226,2622.6385249660257,1854.7014332577776,2205.441985211975,2033.7301235481957,2627.003047085573,2188.21264161808,2370.706637427864,2553.817597434449,2023.3745262879966,1940.6765760818582,2164.361534179285,285.75597051038625,646.8767715555185,268.8936983708236,574.8039694072938,891.087382831943,288.57780306172856,518.6249427393732,406.7320315614874,0.0,988.9430495842599,1218.5389957008313,1522.3865583967765,1612.9592979719555,952.7748659522567,1177.0533074294688,1032.5395525733175,1292.7977691192002,1450.2241714523177,1432.3898265399582,1756.0820359681975,1211.2100606722072,1052.6592834432429,1559.9489846813374,1706.9173424346059,1465.3591340114006,987.3950518540427,1412.6884544819204,783.5105921972093,1338.6054775303676,1521.8348730073071,1680.9509997361547,1533.868757930179,1272.8331510644302,1914.421207994611,2020.986011088376,1504.7777216558436,1609.1777290090156,1830.998876744479,1377.0857517426418,1543.2903654694203,1416.3296245232327,1712.5635563365329,1686.6601147467588,2498.90076431648,1830.3389101979328,1945.9062838870152,2106.7206495089877,2221.6868724249366,2231.2641659777046,2078.0242345659303,1677.34905914194,2299.3507187063456,2584.9656439451596,2289.3156954309466,2014.0392030003275,1657.6231717900707
z30,1241.0629944660275,1477.9242548085322,1623.5125410463572,1084.6608375453009,1233.4651752633147,1480.6711063804778,1619.9148007478861,1624.1450933313909,1532.160801821313,1901.7086795009343,1210.435990192506,1434.2890588566313,1409.9618521930308,1856.1975340030192,1358.04936790797,1737.1468583747774,1749.1336913292484,1323.435693718243,1349.3942241393088,1517.8625569324988,951.7016078247512,380.77059908498495,929.8765750012448,444.0748344058344,261.58459966121444,712.152969879344,714.7148568421867,1225.9002836161405,988.9430495842599,0.0,750.8239327717084,748.7685976097501,1131.8449775004192,726.748177699787,593.0306891141564,1164.307047556798,1053.1679145712988,917.7377001367119,746.8699603574987,1044.519825297812,481.7095876574431,980.8000323384945,1206.7803566364798,1079.83491027377,602.2399852026233,440.98866659754316,1015.800499547344,555.143836809556,523.5496344292679,1512.6992449051954,1572.7318716543928,1661.8992223343516,1460.4061042338535,2052.919187441327,2042.419725603863,1368.2467594710054,1644.9919582240198,1925.6220543397633,1477.868516364001,1337.7815798637534,1370.8949848415036,1672.2582477236394,1933.3797932083826,1511.5765524843116,952.403294659324,1006.6820179094451,1173.1556636511616,1247.364506223899,1316.8906867946732,1100.2595266365854,827.8101007220047,1312.9491893918369,1596.4140533743969,1311.337011830427,1117.8949625691166,668.7559156042693
z31,766.5940622474684,974.3280647978216,1014.5895433080939,662.3609928957495,842.0370151016662,1166.6482750867528,1178.312266336391,1103.3105997220378,897.58828431869,1406.4540613274078,637.3949538014872,1013.1838149783575,815.7606871983547,1422.3173367917875,1035.8006387141545,1154.307483798725,1365.619291163964,812.0608172187159,725.2118649729625,945.9091420965393,1001.6587224401777,697.9242589255432,1325.4268067962987,959.2302805885305,531.4974816639781,962.7630361702179,704.8885064484205,1204.0359336155527,1218.5389957008313,750.8239327717084,0.0,436.33580364329265,420.31428739404856,287.6709255061395,167.69141894707778,649.087926875485,334.4545591352099,232.28082770388272,293.1725259974613,564.0910056013157,326.8948553462817,413.45846124811675,457.51768272548264,490.3870595039501,532.2402685742367,328.72679024131605,266.46994861185755,440.32134262414195,426.8147372908969,818.1756106639886,840.1139446381319,1009.7555805481726,878.4483987271428,1368.3648913884645,1320.4309293451506,642.8096564002225,953.8663796194912,1233.2148269785812,841.6697246563466,596.3548313652647,680.6793715964026,952.090342285545,1307.1226483921143,1756.046877641142,782.1153397402509,984.9633353188738,1104.3911021204528,1323.5235795972128,1175.965992207679,1219.6603153649828,629.4203567422309,1470.725414259794,1760.596918565243,1651.5519433096501,958.549653608569,1012.32412241719
z32,493.1879805495637,730.1715437369048,883.9974428888434,339.54509551920313,503.91496917233206,797.9269239581946,886.4371268836591,876.0645933651085,805.2406768530377,1159.2887844939778,476.065959541963,702.4162210933803,672.1653181181941,1129.516438375436,665.9211482847803,990.5452979553694,1039.7435307500232,574.6776061734082,627.1342084274527,772.1706497279188,1353.5212108001936,902.9857039523217,1566.1752004651978,1118.0492832281147,662.6461815142471,1240.294817979237,1046.9678022078415,1586.698903940478,1522.3865583967765,748.7685976097501,436.33580364329265,0.0,527.7739513712618,695.5345750613487,367.94369216646095,1084.2835586412043,718.9971890384209,366.7338615430633,146.66217569644382,297.7740692278197,315.6447046540114,849.1555587612896,690.1337992157013,369.67916639490335,193.65431881898263,535.4226942245083,549.4009393708233,759.5770722060842,225.25413765803864,1178.4076624348297,1144.5567000883698,1392.7779503545928,1296.6469833848066,1713.3063293246887,1620.0839826162764,977.9871857397529,1309.5136401373895,1575.1021786454235,1240.8827560596496,900.7666718898948,1054.5298444106909,1272.2170750002133,1694.7829235409788,1336.1327847498696,348.1998320160745,549.9517661042056,669.0917925036094,889.7997336592944,750.8896141288923,793.6015902393278,193.1059733436927,1043.1317194053147,1329.2602051021945,1257.4209267097401,529.8440716789721,678.9844717738464
z33,513.7659383052227,653.7463066556622,620.2585221312046,498.16278905967783,637.8333592585093,951.854682343905,876.2315326791519,756.4172069224727,495.15610821589115,1054.4901331245044,329.44146977314665,747.7619028092479,447.2875658426615,1104.4215682042372,837.9132242611053,767.2830415604029,1082.5124398986252,514.248183752985,344.42671628298393,579.3307872383554,1373.0582187983593,1118.2150600895961,1738.5685312287742,1378.7457732128582,940.1778566962871,1371.3168468972328,1094.33472533221,1538.923872890248,1612.9592979719555,1131.8449775004192,420.31428739404856,527.7739513712618,0.0,660.1880230336342,546.012979996706,823.8315485250287,391.6706134529716,214.11690748344125,426.7982692016857,396.166923704994,655.7996354152021,636.0935585415082,193.47787038157233,241.1939556401311,712.6577039437839,741.6364137547528,207.27071507606112,852.0267667287706,677.8436206543699,721.0843859164711,642.3477418245709,950.3847309533809,930.7409696449375,1220.1427173537975,1103.6489858401305,513.7357176029207,838.938128560698,1082.7686149759847,835.3750886869918,418.6697027560541,626.6985020007334,774.2207592956672,1246.4720331878532,1803.1434881955151,764.8332019562807,996.6987691322971,1059.850136317715,1325.2314229063293,1072.7470894038638,1261.964875333615,664.9631029226632,1498.344500507515,1762.9167334381148,1759.408128326148,891.0999250468477,1206.7560136357304
z34,1053.7491561429836,1257.4350400022943,1276.6866163902514,949.0532837581534,1129.0858715968461,1452.6622143720767,1464.4158985306094,1382.679062163976,1154.0902113155817,1685.9929922213023,917.9107065342143,1300.6901511465073,1087.0353643859448,1707.5974423354908,1321.276674728992,1420.8265278506153,1653.0986323355485,1096.5233504094654,991.0951050907862,1219.0701851337108,720.1692305381265,529.4689404138647,1088.822566136353,792.900304019507,466.532754931503,717.9948611596957,434.1542252701834,916.3720658848796,952.7748659522567,726.748177699787,287.6709255061395,695.5345750613487,660.1880230336342,0.0,337.0973986378565,459.2227644629671,382.85177167089853,508.473306765773,563.7716989024525,851.6998532372495,474.3671253871567,254.28414984481836,624.4235964827076,772.9092750266607,741.5426607839967,307.24388766618375,461.94244293430137,225.2069331032031,612.8172705017404,794.1825201536166,880.6380022609811,935.1561662114173,742.3500868311652,1327.4926654755789,1331.2574447726267,675.6480041683652,923.4351405225574,1202.2317986021665,751.2956014215334,671.9865754873741,653.7886338320614,964.9720465051394,1210.1023167731278,1964.2587803866259,1043.1773043973265,1228.5977270718397,1361.3311437548907,1559.888276268955,1445.8080726750757,1443.333000761421,885.3294326617646,1693.435913813568,1987.894696021257,1831.6176785372554,1225.2828737849197,1165.6560482166792
z35,791.3806095629284,1016.7338951737513,1097.9574482525763,662.1853239592509,841.0775858290107,1153.6829519269106,1204.473282030883,1154.7620738033995,990.0557713692399,1454.072095693058,696.5010861059435,1028.4189423847445,889.3824916191542,1450.566515410505,1021.0599990247366,1229.385231569425,1377.597225339181,852.4941120613929,809.8584571293513,1013.3165419492493,990.958329071135,598.1557579308632,1251.6771295108329,847.2664714391343,396.19197882519904,903.97403670815,684.7944138536147,1219.2815788810385,1177.0533074294688,593.0306891141564,167.69141894707778,367.94369216646095,546.012979996706,337.0973986378565,0.0,767.5697332435749,499.36817987534266,334.6784625107335,256.21704813708254,579.6333104649678,163.5925539481289,535.1517593376788,614.943946738285,550.2346043111218,407.00290456126476,207.2818955060713,424.7472634518364,398.66896981684243,284.08983804403556,982.153191057878,1007.8047939309837,1167.497599195927,1020.0585990411593,1532.5353199930055,1487.9980738919835,810.103122613025,1117.8612664615564,1398.1111607790901,994.8576439824506,763.7442430956735,843.1768161596768,1119.3666984354588,1461.841904898909,1634.4629621978095,711.5469116447736,891.645513462952,1026.6220383912694,1223.0113449031462,1117.6166919059076,1108.2121592723329,552.5539832505939,1358.878974608386,1652.6087807732085,1514.3072194055471,895.886185810318,861.756651811952
z36,1320.5613946632438,1477.5750265810295,1410.0824465000383,1258.426296618127,1427.04350514585,1753.067237449773,1699.894211435254,1575.621283112276,1280.8173440521948,1867.4572533457592,1147.403630329252,1564.1631766099981,1265.3217056569304,1927.218960437193,1629.1545651192616,1559.5318776997901,1905.1475993961797,1334.6923123271151,1160.9232229727936,1394.3302372477926,747.62084119758,885.2777252296672,1250.80253386393,1115.3496947061928,903.5508402067107,906.1752260419001,611.9805893302308,805.2100535915199,1032.5395525733175,1164.307047556798,649.087926875485,1084.2835586412043,823.8315485250287,459.2227644629671,767.5697332435749,0.0,433.0075517909425,783.6427519832528,938.8955057551843,1151.170354941889,921.4833040142107,235.77247665128783,679.516834150295,1026.449015431453,1171.5929500126038,765.4780782480432,632.6652406186167,612.3882673053013,1051.6400260542646,489.3365313745016,654.0240632677907,538.5264983776914,300.985206808991,940.2141421264386,1004.0584045756824,500.13190055914947,583.9897314223307,833.1297978742682,360.3744866327398,566.0890607934873,390.52881462647423,680.1869918158039,776.9948043451029,2400.0040104723844,1426.4362158104902,1633.8090739731388,1749.0306561221278,1972.60883212934,1809.188019369589,1867.324535399714,1276.9412045002325,2118.5203037651518,2409.3294572985037,2280.8471760253337,1597.157701978782,1620.4023767901965
z37,889.7733268064162,1045.1816942798375,993.63266460067,838.1077266877267,1000.8861672366864,1324.8518473334404,1267.1218189839014,1146.6587208898516,864.7625591897089,1442.1023775254255,714.5455205716803,1131.8993904708673,836.540969089505,1496.0438618896146,1203.4310560163742,1143.0243730168636,1472.1414961196858,901.7411600938227,732.5039185705009,967.2172284293807,1031.175383723978,910.0687495632367,1455.9828957218035,1174.79134431545,808.1641011280255,1084.8344130624832,784.6622329224033,1168.039956096566,1292.7977691192002,1053.1679145712988,334.4545591352099,718.9971890384209,391.6706134529716,382.85177167089853,499.36817987534266,433.0075517909425,0.0,373.177781909848,574.1891592765319,730.1627871386316,661.0298323564826,255.5987029985536,272.7810844873116,597.1388791150853,850.9059291543645,612.5174741880604,202.8050718056763,607.6397383295247,756.9020541665567,483.73939692771813,519.5643157320233,680.8762511345731,583.2394954080436,1033.918040533271,993.3437792056147,315.65274883140114,619.4175107278328,898.9457727224549,522.1404693346559,292.1310725604111,347.2185714625195,623.1469572388517,981.2462352000392,2055.1237712895318,1040.4067491125622,1261.6151150626768,1359.026331956621,1601.7704149771978,1402.5636393972366,1512.1080347730924,903.3963704060841,1760.6610960588464,2043.1911997614454,1968.036665429245,1198.9067179856954,1341.9889319322056
z38,554.4741394747425,749.394816547252,782.7806559836886,475.30258058849626,647.7012789891643,975.1189090000425,959.4382610257646,874.4763323018134,667.3335755763894,1177.8186425876427,409.4430353977957,802.6288568093456,583.6255271391362,1200.9356917961186,848.3781792150844,922.0326327398272,1153.415753177557,589.7627779086127,493.17509170653926,714.183250516732,1228.1684737036496,919.9982766759583,1556.336635486436,1176.3923327215964,730.6227817501059,1194.8457071651103,935.051330224612,1419.476783751001,1450.2241714523177,917.7377001367119,232.28082770388272,366.7338615430633,214.11690748344125,508.473306765773,334.6784625107335,783.6427519832528,373.177781909848,0.0,237.10154841758185,368.8238471581917,442.6282288007515,562.1930265286024,331.77727962889054,265.52394313184715,531.8665768624684,535.6522730934868,184.8562661207051,672.4382737055859,476.7039773836556,813.1793134055824,780.0185737260172,1031.042402762097,956.1276657357793,1346.636785101714,1258.7016122615141,611.4287010470838,943.3387699807494,1208.4529688891416,886.9417355047201,534.6618252591636,693.0862104484638,906.4506306802134,1333.031586891154,1694.1578435846345,669.1276620299719,893.7428637278584,986.219172956403,1232.7937972728155,1030.8269817573935,1149.6729466009936,538.7759253250404,1395.6751579534969,1674.4595651283457,1623.7999619344423,825.7414852679827,1033.0435769118378
z39,540.1371409413413,770.6398975401079,881.0683351509283,406.21694158459997,584.8617820512022,899.0025921112419,951.1664522454154,912.1715217617524,785.636586398882,1207.5962569763155,468.8738675065144,773.3158184975393,667.9315568622559,1197.154443064585,766.4805496552791,1002.7253453666107,1121.637511269866,607.4323783740638,602.7474610830031,783.5557005794165,1245.9260747757244,837.2387413780234,1497.9619331096512,1071.967335549318,611.221026299453,1156.8732695221825,940.2333516960298,1468.8911196737554,1432.3898265399582,746.8699603574987,293.1725259974613,146.66217569644382,426.7982692016857,563.7716989024525,256.21704813708254,938.8955057551843,574.1891592765319,237.10154841758185,0.0,328.3276164263669,269.9588293690563,704.2487112104609,568.4679532130428,333.170462244609,294.76764041126825,450.8977365563472,412.7407983688422,654.7637515828935,252.9317966250542,1039.5618251364428,1016.1976870640718,1250.8200966872953,1150.2661757263768,1579.2002165220772,1495.6485646137146,842.2037701551967,1172.032538014591,1441.2351710256141,1096.3265396460492,769.7321929253562,912.9389984103817,1141.5127926670882,1552.5677255270011,1481.553549123186,489.0259029910047,696.2920102904475,811.4675008343471,1036.3320249519525,884.4519594717555,939.7478459572661,338.15690138801807,1189.5670716011264,1475.9209454868517,1396.8396138866142,665.8988223459909,796.0056293643258
z40,212.01269511684015,443.4611166601137,587.4974112464029,107.94760540198534,280.1157775779446,607.3539602580129,624.9327910480367,586.8415998174248,516.5486081399062,879.6748226130012,190.26476870652976,451.6622546366185,377.65218762857955,871.0066614449477,479.6456730478706,693.065014916406,803.5800958531637,282.03875536093994,347.36561873159394,474.4246447404701,1558.4086900926927,1165.3050891241535,1826.2842589183533,1396.238754195672,935.8055585825346,1483.387197550291,1255.493532770028,1767.9336996209524,1756.0820359681975,1044.519825297812,564.0910056013157,297.7740692278197,396.166923704994,851.6998532372495,579.6333104649678,1151.170354941889,730.1627871386316,368.8238471581917,328.3276164263669,0.0,588.2219689030205,930.9693130749932,589.2824453007473,156.64357116994773,477.6431439815026,778.9732287901236,528.3349504665626,974.1849804872924,521.5367956451871,1116.2299796567318,1034.8445470966012,1344.5494867276718,1304.923611203745,1612.4856987507953,1482.814086139183,908.5918678487889,1235.1042117035051,1475.832505713197,1220.7757405291352,814.7159787423378,1015.4377824197645,1167.1350041726075,1642.0159621495827,1415.1507501960452,382.9075442984544,612.6591864778729,664.2595901184957,932.8050785706199,680.2842667528502,879.6732807823034,326.3751658888315,1108.8904080211166,1368.2310697893074,1390.1805658863034,495.10813748118017,906.1329534641119
z41,796.3749403230529,1031.283207369421,1151.0257484397555,649.6295672727005,818.9327318563759,1111.0953685272104,1198.9634065936227,1175.0628636389474,1054.4020994186903,1465.8225303743716,738.6922416040813,1016.1452537184798,937.8712977678857,1443.2281051139087,979.7483423911352,1271.8349011332427,1355.3688282179749,870.1737806620698,871.4765731284707,1052.4148608627117,1057.5590385715664,587.3641275129477,1250.6376683494218,808.4273402036189,349.1348953566619,927.0050729782879,753.2797398476353,1303.4927824847719,1211.2100606722072,481.7095876574431,326.8948553462817,315.6447046540114,655.7996354152021,474.3671253871567,163.5925539481289,921.4833040142107,661.0298323564826,442.6282288007515,269.9588293690563,588.2219689030205,0.0,692.4280007840124,753.5163153221681,602.2410758430455,278.34669523645846,232.22144115464909,568.0250458682532,470.1413134751439,143.81488431097227,1144.4934834007197,1163.8464246554954,1331.0885579068618,1181.000561951087,1694.8409526210853,1645.4292670415557,968.9453697114831,1280.2157408695482,1559.9627286087293,1158.2170078505942,917.7175176658409,1006.0545531820429,1278.110082807186,1625.2672273356814,1490.2234123339167,625.2660388956372,777.4401880567785,924.4827867926571,1097.7807920359705,1032.1838977366972,974.7040535176941,468.5534052589505,1223.2301667044765,1518.6048384669416,1359.7873162109022,811.161986229408,701.092174229374
