Resource,Zone,THERM,STOR,HYDRO,FLEX,MUST_RUN,VRE,LDS,Num_VRE_Bins,CapRes_1,ESR_1,ESR_2,Resource_Type,region,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,cluster,MGA,R_ID,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Self_Disch,Eff_Up,Eff_Down
DE1 17 offwind-dc,10,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,DE1 17,0,0,0,1,0,1285.487999,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1,1,0,0,0,0
DE1 17 onwind,10,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 17,3870.69665,0,0,1,0,31908.66193,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,1,0,0,0,0
DE1 17 ror,10,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 17,0.475,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,1,0,0,0,0
DE1 17 solar,10,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 17,1976.785782,0,0,1,0,22089.82422,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1,1,0,0,0,0
DE1 18 CCGT,11,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 18,1038.2,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 18 OCGT,11,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 18,80.11,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 18 coal,11,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 18,2219.044859,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 18 onwind,11,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 18,2233.728602,0,0,1,0,28052.2539,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,1,1,0,0,0,0
DE1 18 ror,11,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 18,147.273,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1,1,0,0,0,0
DE1 18 solar,11,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 18,1591.319581,0,0,1,0,10870.37101,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,1,1,0,0,0,0
DE1 19 CCGT,12,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 19,181,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 19 OCGT,12,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 19,197.6,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 19 biomass,12,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 19,15.6,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 19 coal,12,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 19,55.03617174,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 19 onwind,12,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 19,998.695935,0,0,1,0,23821.02558,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,0,0,0,0
DE1 19 ror,12,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 19,94.8065,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,1,0,0,0,0
DE1 19 solar,12,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 19,2862.352664,0,0,1,0,17886.32734,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,1,0,0,0,0
DE1 2 CCGT,13,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 2,3326.14,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 2 OCGT,13,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 2,311.1,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 2 biomass,13,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 2,72.7,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 2 coal,13,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 2,4156.569991,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 2 onwind,13,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 2,1733.185567,0,0,1,0,20949.40691,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,1,1,0,0,0,0
DE1 2 ror,13,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 2,101.248,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,1,0,0,0,0
DE1 2 solar,13,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 2,1424.382759,0,0,1,0,10016.73703,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,1,0,0,0,0
DE1 3 CCGT,14,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 3,942,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 3 OCGT,14,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 3,466.3,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 3 biomass,14,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 3,119,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 3 coal,14,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 3,645.3558696,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 3 lignite,14,1,0,0,0,0,0,0,0,0,0,0,lignite,DE1 3,3080.869328,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.07533918,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
DE1 3 oil,14,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 3,669,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 3 onwind,14,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 3,4383.1955,0,0,1,0,38521.2152,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,1,1,0,0,0,0
DE1 3 ror,14,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 3,0.47,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,1,1,0,0,0,0
DE1 3 solar,14,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 3,3256.387282,0,0,1,0,20042.42481,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,1,1,0,0,0,0
DE1 4 CCGT,15,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 4,2640.9,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 4 OCGT,15,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 4,325.04,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 4 biomass,15,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 4,43.23,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 4 coal,15,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 4,896.5051066,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 4 nuclear,15,1,0,0,0,0,0,0,0,0,0,0,nuclear,DE1 4,1410,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
DE1 4 oil,15,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 4,1330.6,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 4 onwind,15,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 4,351.60679,0,0,1,0,35516.89648,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,1,1,0,0,0,0
DE1 4 ror,15,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 4,629.2682,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,1,1,0,0,0,0
DE1 4 solar,15,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 4,3371.913361,0,0,1,0,22966.55809,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,1,1,0,0,0,0
DE1 5 CCGT,16,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 5,362,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 5 OCGT,16,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 5,252.97,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 5 biomass,16,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 5,20,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 5 coal,16,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 5,2383.529098,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 5 nuclear,16,1,0,0,0,0,0,0,0,0,0,0,nuclear,DE1 5,1410,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
DE1 5 offwind-ac,16,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,DE1 5,0,0,0,1,0,3913.155665,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,1,1,0,0,0,0
DE1 5 offwind-dc,16,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,DE1 5,0,0,0,1,0,4957.43065,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,1,1,0,0,0,0
DE1 5 oil,16,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 5,276,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 5 onwind,16,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 5,6910.7398,0,0,1,0,32144.89925,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,1,1,0,0,0,0
DE1 5 ror,16,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 5,0.11,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,1,1,0,0,0,0
DE1 5 solar,16,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 5,2071.978862,0,0,1,0,32134.79902,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,1,1,0,0,0,0
DE1 6 CCGT,17,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 6,395.11,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 6 OCGT,17,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 6,181.72,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 6 lignite,17,1,0,0,0,0,0,0,0,0,0,0,lignite,DE1 6,4010.386324,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.07533918,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
DE1 6 oil,17,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 6,17,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 6 onwind,17,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 6,1289.7049,0,0,1,0,14535.27257,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,1,1,0,0,0,0
DE1 6 ror,17,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 6,99.9104,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,1,1,0,0,0,0
DE1 6 solar,17,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 6,2083.364024,0,0,1,0,16858.04318,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,1,1,0,0,0,0
DE1 7 CCGT,18,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 7,1541.1,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 7 OCGT,18,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 7,336.215,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 7 biomass,18,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 7,47.5934,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 7 coal,18,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 7,974.9062761,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 7 oil,18,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 7,0.5,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 7 onwind,18,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 7,1412.84135,0,0,1,0,21473.17563,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,1,1,0,0,0,0
DE1 7 ror,18,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 7,10.042,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,1,1,0,0,0,0
DE1 7 solar,18,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 7,1766.602461,0,0,1,0,13505.82535,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,1,1,0,0,0,0
DE1 8 CCGT,19,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 8,3017.819,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 8 OCGT,19,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 8,1017.479,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 8 coal,19,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 8,3403.328513,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 8 lignite,19,1,0,0,0,0,0,0,0,0,0,0,lignite,DE1 8,12113.19158,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.07533918,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
DE1 8 oil,19,1,0,0,0,0,0,0,0,0,0,0,oil,DE1 8,248.1,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,11.81645022,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,650,0,0,1,1,0.3,0.3,0.2,0,0,0
DE1 8 onwind,19,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 8,1838.36194,0,0,1,0,12479.33783,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,1,1,0,0,0,0
DE1 8 ror,19,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 8,33.997,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1,1,0,0,0,0
DE1 8 solar,19,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 8,1829.346928,0,0,1,0,17423.58159,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,1,1,0,0,0,0
DE1 9 CCGT,20,1,0,0,0,0,0,0,0,0,0,0,CCGT,DE1 9,162.5,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.661622941,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
DE1 9 OCGT,20,1,0,0,0,0,0,0,0,0,0,0,OCGT,DE1 9,633.4,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.826017884,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,100,0,1.88,1,1,1,1,0.25,0,0,0
DE1 9 biomass,20,1,0,0,0,0,0,0,0,0,0,0,biomass,DE1 9,44.6,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.03529412,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
DE1 9 coal,20,1,0,0,0,0,0,0,0,0,0,0,coal,DE1 9,850.9478109,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.97307352,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
DE1 9 nuclear,20,1,0,0,0,0,0,0,0,0,0,0,nuclear,DE1 9,1360,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
DE1 9 onwind,20,0,0,0,0,0,1,0,1,0,0,0,onwind,DE1 9,2974.4663,0,0,1,0,26893.4284,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,1,1,0,0,0,0
DE1 9 ror,20,0,0,0,0,1,0,0,0,0,0,0,ror,DE1 9,0.913,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,1,1,0,0,0,0
DE1 9 solar,20,0,0,0,0,0,1,0,1,0,0,0,solar,DE1 9,2007.619715,0,0,1,0,16666.4949,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,1,1,0,0,0,0
