Resource,Zone,THERM,STOR,HYDRO,FLEX,MUST_RUN,VRE,LDS,Num_VRE_Bins,CapRes_1,ESR_1,ESR_2,Resource_Type,region,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,cluster,MGA,R_ID,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Self_Disch,Eff_Up,Eff_Down
ES1 0 CCGT,21,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 0,46,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 0 coal,21,1,0,0,0,0,0,0,0,0,0,0,coal,ES1 0,3080.014733,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES1 0 onwind,21,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 0,0,0,0,1,0,102178.5657,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1,1,0,0,0,0
ES1 0 solar,21,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 0,0,0,0,1,0,42619.82093,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,1,1,0,0,0,0
ES1 1 CCGT,22,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 1,917.934,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 1 OCGT,22,1,0,0,0,0,0,0,0,0,0,0,OCGT,ES1 1,3294.947371,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.748571429,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,100,0,1.88,1,1,1,1,0.25,0,0,0
ES1 1 coal,22,1,0,0,0,0,0,0,0,0,0,0,coal,ES1 1,1120.7,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES1 1 lignite,22,1,0,0,0,0,0,0,0,0,0,0,lignite,ES1 1,968.2468706,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.03529412,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
ES1 1 nuclear,22,1,0,0,0,0,0,0,0,0,0,0,nuclear,ES1 1,1987.5,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
ES1 1 onwind,22,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 1,0,0,0,1,0,104228.34,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,1,1,0,0,0,0
ES1 1 solar,22,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 1,0,0,0,1,0,40478.45831,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,1,1,0,0,0,0
ES1 2 CCGT,23,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 2,5616.646,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 2 biomass,23,1,0,0,0,0,0,0,0,0,0,0,biomass,ES1 2,20,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,11.76551724,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
ES1 2 coal,23,1,0,0,0,0,0,0,0,0,0,0,coal,ES1 2,543.0208674,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES1 2 lignite,23,1,0,0,0,0,0,0,0,0,0,0,lignite,ES1 2,298.7075739,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.03529412,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
ES1 2 offwind-ac,23,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,ES1 2,0,0,0,1,0,7135.140785,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,1,1,0,0,0,0
ES1 2 oil,23,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 2,1755.951946,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 2 onwind,23,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 2,0,0,0,1,0,132557.161,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,1,1,0,0,0,0
ES1 2 solar,23,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 2,0,0,0,1,0,62091.35666,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,1,1,0,0,0,0
ES1 3 CCGT,24,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 3,849.986,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 3 OCGT,24,1,0,0,0,0,0,0,0,0,0,0,OCGT,ES1 3,2156.143988,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.748571429,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,1.88,1,1,1,1,0.25,0,0,0
ES1 3 coal,24,1,0,0,0,0,0,0,0,0,0,0,coal,ES1 3,1068.524933,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES1 3 nuclear,24,1,0,0,0,0,0,0,0,0,0,0,nuclear,ES1 3,1063.9,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
ES1 3 offwind-ac,24,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,ES1 3,0,0,0,1,0,1731.028974,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,1,1,0,0,0,0
ES1 3 oil,24,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 3,825.0218162,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 3 onwind,24,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 3,0,0,0,1,0,91687.33578,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,1,1,0,0,0,0
ES1 3 solar,24,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 3,0,0,0,1,0,46234.61669,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,1,1,0,0,0,0
ES1 4 CCGT,25,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 4,1255.93,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 4 OCGT,25,1,0,0,0,0,0,0,0,0,0,0,OCGT,ES1 4,763.634329,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.748571429,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,100,0,1.88,1,1,1,1,0.25,0,0,0
ES1 4 nuclear,25,1,0,0,0,0,0,0,0,0,0,0,nuclear,ES1 4,1045.3,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
ES1 4 oil,25,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 4,26.46,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 4 onwind,25,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 4,0,0,0,1,0,52257.45285,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,1,1,0,0,0,0
ES1 4 ror,25,0,0,0,0,1,0,0,0,0,0,0,ror,ES1 4,147.0082475,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,1,1,0,0,0,0
ES1 4 solar,25,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 4,0,0,0,1,0,15087.75976,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,1,1,0,0,0,0
ES1 5 CCGT,26,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 5,5432.766,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 5 nuclear,26,1,0,0,0,0,0,0,0,0,0,0,nuclear,ES1 5,1003.4,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
ES1 5 oil,26,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 5,56.83,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 5 onwind,26,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 5,0,0,0,1,0,165769.8912,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,1,1,0,0,0,0
ES1 5 solar,26,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 5,0,0,0,1,0,72739.91545,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,1,1,0,0,0,0
ES1 6 CCGT,27,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 6,1321.418,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 6 OCGT,27,1,0,0,0,0,0,0,0,0,0,0,OCGT,ES1 6,1446.682777,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,9.748571429,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,1.88,1,1,1,1,0.25,0,0,0
ES1 6 offwind-ac,27,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,ES1 6,0,0,0,1,0,1617.400044,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,1,1,0,0,0,0
ES1 6 oil,27,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 6,897.02,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 6 onwind,27,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 6,0,0,0,1,0,98756.00336,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,1,1,0,0,0,0
ES1 6 solar,27,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 6,0,0,0,1,0,39134.95234,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,1,1,0,0,0,0
ES1 7 CCGT,28,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES1 7,179.58,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES1 7 coal,28,1,0,0,0,0,0,0,0,0,0,0,coal,ES1 7,3838.691628,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES1 7 lignite,28,1,0,0,0,0,0,0,0,0,0,0,lignite,ES1 7,0,0,0,0,0,-1,0,0,0,0,75785.23399,30000,0,0,0,0,7,0,10.03529412,lignite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,650,3581,4.00307692,3,1,0.3,0.3,0.45,0,0,0
ES1 7 offwind-ac,28,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,ES1 7,0,0,0,1,0,1633.154802,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,1,1,0,0,0,0
ES1 7 oil,28,1,0,0,0,0,0,0,0,0,0,0,oil,ES1 7,81.381,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES1 7 onwind,28,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 7,0,0,0,1,0,77918.50228,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,1,1,0,0,0,0
ES1 7 solar,28,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 7,0,0,0,1,0,11729.12376,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,1,1,0,0,0,0
ES1 8 nuclear,29,1,0,0,0,0,0,0,0,0,0,0,nuclear,ES1 8,2017.1,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
ES1 8 onwind,29,0,0,0,0,0,1,0,1,0,0,0,onwind,ES1 8,0,0,0,1,0,81105.24815,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,1,1,0,0,0,0
ES1 8 solar,29,0,0,0,0,0,1,0,1,0,0,0,solar,ES1 8,0,0,0,1,0,23411.71763,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,1,1,0,0,0,0
ES4 0 CCGT,30,1,0,0,0,0,0,0,0,0,0,0,CCGT,ES4 0,493.95,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.377570093,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
ES4 0 coal,30,1,0,0,0,0,0,0,0,0,0,0,coal,ES4 0,239.7036087,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.13851427,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
ES4 0 oil,30,1,0,0,0,0,0,0,0,0,0,0,oil,ES4 0,757.022478,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.33939394,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,650,0,0,1,1,0.3,0.3,0.2,0,0,0
ES4 0 onwind,30,0,0,0,0,0,1,0,1,0,0,0,onwind,ES4 0,0,0,0,1,0,10112.07142,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,1,1,0,0,0,0
ES4 0 solar,30,0,0,0,0,0,1,0,1,0,0,0,solar,ES4 0,0,0,0,1,0,2595.65492,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,1,1,0,0,0,0
FR1 0 CCGT,31,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 0,1096,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 0 nuclear,31,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 0,1830,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 0 oil,31,1,0,0,0,0,0,0,0,0,0,0,oil,FR1 0,254,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.22027649,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,650,0,0,1,1,0.3,0.3,0.2,0,0,0
FR1 0 onwind,31,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 0,456.166,0,0,1,0,65890.10967,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,1,1,0,0,0,0
FR1 0 solar,31,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 0,324.328423,0,0,1,0,39339.38658,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,1,1,0,0,0,0
FR1 1 onwind,32,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 1,20.7,0,0,1,0,42754.88634,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,1,1,0,0,0,0
FR1 1 ror,32,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 1,1443.066872,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,1,1,0,0,0,0
FR1 1 solar,32,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 1,151.399335,0,0,1,0,13602.91523,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,1,1,0,0,0,0
FR1 10 CCGT,33,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 10,997,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 10 nuclear,33,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 10,3000,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 10 onwind,33,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 10,1553.814,0,0,1,0,30305.74775,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,1,1,0,0,0,0
FR1 10 solar,33,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 10,85.197712,0,0,1,0,22337.82039,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,1,1,0,0,0,0
FR1 11 nuclear,34,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 11,6630,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 11 offwind-ac,34,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 11,0,0,0,1,0,3138.105113,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,1,1,0,0,0,0
FR1 11 onwind,34,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 11,937.492,0,0,1,0,118997.7513,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,1,1,0,0,0,0
FR1 11 ror,34,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 11,21.63435685,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,1,1,0,0,0,0
FR1 11 solar,34,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 11,1276.057241,0,0,1,0,58771.01964,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,1,1,0,0,0,0
FR1 12 onwind,35,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 12,328.28,0,0,1,0,59016.51982,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,1,1,0,0,0,0
FR1 12 ror,35,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 12,459.5,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,1,1,0,0,0,0
FR1 12 solar,35,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 12,465.881226,0,0,1,0,21802.09222,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,1,1,0,0,0,0
FR1 13 coal,36,1,0,0,0,0,0,0,0,0,0,0,coal,FR1 13,0,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.530726257,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
FR1 13 nuclear,36,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 13,2670,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 13 offwind-ac,36,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 13,0,0,0,1,0,8926.634843,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,1,1,0,0,0,0
FR1 13 oil,36,1,0,0,0,0,0,0,0,0,0,0,oil,FR1 13,474,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.22027649,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,650,0,0,1,1,0.3,0.3,0.2,0,0,0
